"category","subcategory","ID","Description","GeneRatio","BgRatio","RichFactor","FoldEnrichment","zScore","pvalue","p.adjust","qvalue","geneID","Count"
"Organismal Systems","Endocrine system","hsa03320","PPAR signaling pathway","2/134","76/9512",0.0263157894736842,1.86802827965436,0.908148939692263,0.290471113475572,0.609280872168272,0.517055982909019,"5468/51703",2
"Human Diseases","Infectious disease: bacterial","hsa05135","Yersinia infection","3/134","138/9512",0.0217391304347826,1.54315379623621,0.768263611874261,0.307932119730778,0.640697474923715,0.543717155382018,"382/5970/6714",3
"Human Diseases","Neurodegenerative disease","hsa05010","Alzheimer disease","7/134","391/9512",0.0179028132992327,1.27083253807688,0.653699821458702,0.312977894370773,0.642162640915686,0.544960543902336,"823/5663/51107/5331/824/84790/5970",7
"Environmental Information Processing","Signal transduction","hsa04371","Apelin signaling pathway","3/134","140/9512",0.0214285714285714,1.52110874200426,0.742483167744852,0.315663922393087,0.642162640915686,0.544960543902336,"6237/5331/4088",3
"Metabolism","Xenobiotics biodegradation and metabolism","hsa00983","Drug metabolism - other enzymes","2/134","81/9512",0.0246913580246914,1.75271789202137,0.813216631667192,0.316541558020256,0.642162640915686,0.544960543902336,"2950/7083",2
"Metabolism","Lipid metabolism","hsa01040","Biosynthesis of unsaturated fatty acids","1/134","27/9512",0.037037037037037,2.62907683803206,1.01324660969712,0.318592317973673,0.642162640915686,0.544960543902336,"64834",1
"Human Diseases","Cancer: overview","hsa05203","Viral carcinogenesis","4/134","205/9512",0.0195121951219512,1.38507462686567,0.66623485957877,0.327175539625154,0.64641595244072,0.54857004531893,"81/7534/5970/6714",4
"Organismal Systems","Development and regeneration","hsa04380","Osteoclast differentiation","3/134","143/9512",0.020979020979021,1.48919736979438,0.704556601424244,0.327269690876526,0.64641595244072,0.54857004531893,"2274/5468/5970",3
"Metabolism","Lipid metabolism","hsa00062","Fatty acid elongation","1/134","28/9512",0.0357142857142857,2.53518123667377,0.972418634270824,0.328218952595869,0.64641595244072,0.54857004531893,"64834",1
"Human Diseases","Drug resistance: antineoplastic","hsa01523","Antifolate resistance","1/134","30/9512",0.0333333333333333,2.36616915422886,0.895829795677511,0.347069100235281,0.673255452796944,0.571346936686105,"5970",1
"Organismal Systems","Circulatory system","hsa04260","Cardiac muscle contraction","2/134","87/9512",0.0229885057471264,1.6318407960199,0.707680104611179,0.347532502020196,0.673255452796944,0.571346936686105,"7170/783",2
"Metabolism","Metabolism of other amino acids","hsa00410","beta-Alanine metabolism","1/134","31/9512",0.032258064516129,2.28984111699567,0.859805792289136,0.356296345602131,0.673255452796944,0.571346936686105,"221",1
"Organismal Systems","Aging","hsa04211","Longevity regulating pathway","2/134","90/9512",0.0222222222222222,1.57744610281924,0.657917646709485,0.362861365698952,0.673255452796944,0.571346936686105,"5468/5970",2
"Organismal Systems","Digestive system","hsa04976","Bile secretion","2/134","90/9512",0.0222222222222222,1.57744610281924,0.657917646709485,0.362861365698952,0.673255452796944,0.571346936686105,"6513/3949",2
"Metabolism","Carbohydrate metabolism","hsa00640","Propanoate metabolism","1/134","32/9512",0.03125,2.21828358208955,0.825143699480165,0.365394150653214,0.673255452796944,0.571346936686105,"3939",1
"Cellular Processes","Transport and catabolism","hsa04136","Autophagy - other","1/134","32/9512",0.03125,2.21828358208955,0.825143699480165,0.365394150653214,0.673255452796944,0.571346936686105,"55054",1
"Cellular Processes","Cell growth and death","hsa04215","Apoptosis - multiple species","1/134","32/9512",0.03125,2.21828358208955,0.825143699480165,0.365394150653214,0.673255452796944,0.571346936686105,"598",1
"Human Diseases","Cancer: overview","hsa05207","Chemical carcinogenesis - receptor activation","4/134","217/9512",0.0184331797235023,1.30848063828324,0.549469330394881,0.365721748589402,0.673255452796944,0.571346936686105,"688/5970/402569/6714",4
"Organismal Systems","Immune system","hsa04662","B cell receptor signaling pathway","2/134","91/9512",0.021978021978022,1.56011153026078,0.641737004985385,0.367941933505307,0.673255452796944,0.571346936686105,"8915/5970",2
"Human Diseases","Endocrine and metabolic disease","hsa04934","Cushing syndrome","3/134","155/9512",0.0193548387096774,1.3739046701974,0.561007671219432,0.373593576190231,0.675426531274729,0.573189385985898,"3949/6934/5331",3
"Genetic Information Processing","Folding, sorting and degradation","hsa04130","SNARE interactions in vesicular transport","1/134","33/9512",0.0303030303030303,2.15106286748078,0.791744633211412,0.37436431772204,0.675426531274729,0.573189385985898,"8673",1
"Organismal Systems","Endocrine system","hsa04912","GnRH signaling pathway","2/134","93/9512",0.021505376344086,1.52656074466378,0.609955189697097,0.378055923250744,0.67735019582425,0.574821871609319,"5331/6714",2
"Cellular Processes","Transport and catabolism","hsa04148","Efferocytosis","3/134","157/9512",0.0191082802547771,1.35640269987641,0.538244116661595,0.381270342140593,0.678398263946711,0.575711297025361,"6513/5468/5029",3
"Cellular Processes","Cell growth and death","hsa04110","Cell cycle","3/134","158/9512",0.0189873417721519,1.34781787266201,0.526977570608089,0.385101514606492,0.680521854578595,0.577513446562006,"7534/4088/2810",3
"Human Diseases","Cancer: overview","hsa05208","Chemical carcinogenesis - reactive oxygen species","4/134","227/9512",0.0176211453744493,1.25083831941614,0.457221066956889,0.397803669942374,0.690986385338403,0.586393994901623,"4233/5970/1728/6714",4
"Organismal Systems","Digestive system","hsa04970","Salivary secretion","2/134","97/9512",0.0206185567010309,1.46360978612094,0.548578364636989,0.398080012832288,0.690986385338403,0.586393994901623,"3783/5331",2
"Organismal Systems","Endocrine system","hsa04925","Aldosterone synthesis and secretion","2/134","98/9512",0.0204081632653061,1.44867499238501,0.533664336342179,0.403040581060613,0.690986385338403,0.586393994901623,"3949/5331",2
"Metabolism","Amino acid metabolism","hsa00350","Tyrosine metabolism","1/134","37/9512",0.027027027027027,1.91851553045583,0.669126349650456,0.409003788196787,0.690986385338403,0.586393994901623,"221",1
"Environmental Information Processing","Signaling molecules and interaction","hsa04061","Viral protein interaction with cytokine and cytokine receptor","2/134","100/9512",0.02,1.41970149253731,0.504324341591798,0.412903873427356,0.690986385338403,0.586393994901623,"8797/8795",2
"Organismal Systems","Immune system","hsa04640","Hematopoietic cell lineage","2/134","100/9512",0.02,1.41970149253731,0.504324341591798,0.412903873427356,0.690986385338403,0.586393994901623,"3675/3655",2
"Environmental Information Processing","Signal transduction","hsa04022","cGMP-PKG signaling pathway","3/134","166/9512",0.0180722891566265,1.28286279446143,0.439468102980435,0.41553769404527,0.690986385338403,0.586393994901623,"7408/5331/5499",3
"Organismal Systems","Excretory system","hsa04960","Aldosterone-regulated sodium reabsorption","1/134","38/9512",0.0263157894736842,1.86802827965436,0.640869138446874,0.417361940427038,0.690986385338403,0.586393994901623,"2810",1
"Human Diseases","Immune disease","hsa05340","Primary immunodeficiency","1/134","38/9512",0.0263157894736842,1.86802827965436,0.640869138446874,0.417361940427038,0.690986385338403,0.586393994901623,"5994",1
"Organismal Systems","Endocrine system","hsa04916","Melanogenesis","2/134","101/9512",0.0198019801980198,1.40564504211615,0.489890872969823,0.417805721367406,0.690986385338403,0.586393994901623,"6934/5331",2
"Organismal Systems","Digestive system","hsa04974","Protein digestion and absorption","2/134","105/9512",0.019047619047619,1.35209665955935,0.433652004455145,0.437204969732463,0.71530797167534,0.607034100809754,"1308/3783",2
"Genetic Information Processing","Folding, sorting and degradation","hsa04141","Protein processing in endoplasmic reticulum","3/134","172/9512",0.0174418604651163,1.23811176674766,0.376688202359886,0.438056819863192,0.71530797167534,0.607034100809754,"823/824/30001",3
"Cellular Processes","Cell growth and death","hsa04216","Ferroptosis","1/134","42/9512",0.0238095238095238,1.69012082444918,0.53577835438089,0.44963743389758,0.728491722645843,0.61822226972801,"51703",1
"Organismal Systems","Immune system","hsa04659","Th17 cell differentiation","2/134","109/9512",0.018348623853211,1.30247843352047,0.379651239365962,0.456253635793921,0.728491722645843,0.61822226972801,"4088/5970",2
"Metabolism","Lipid metabolism","hsa00071","Fatty acid degradation","1/134","43/9512",0.0232558139534884,1.65081568899688,0.511270293035906,0.457425035149715,0.728491722645843,0.61822226972801,"51703",1
"Organismal Systems","Digestive system","hsa04975","Fat digestion and absorption","1/134","43/9512",0.0232558139534884,1.65081568899688,0.511270293035906,0.457425035149715,0.728491722645843,0.61822226972801,"8612",1
"Metabolism","Glycan biosynthesis and metabolism","hsa00513","Various types of N-glycan biosynthesis","1/134","44/9512",0.0227272727272727,1.61329715061058,0.487392157050407,0.46510325304917,0.736175701145312,0.624743149074765,"11282",1
"Human Diseases","Cancer: overview","hsa05206","MicroRNAs in cancer","5/134","320/9512",0.015625,1.10914179104478,0.237394926697047,0.471706189095355,0.74207437065001,0.629748955916777,"4233/2064/6768/5268/1945",5
"Organismal Systems","Endocrine system","hsa04928","Parathyroid hormone synthesis, secretion and action","2/134","115/9512",0.0173913043478261,1.23452303698897,0.302447634441702,0.484125334068681,0.753138693637191,0.639138507860203,"5331/27347",2
"Metabolism","Glycan biosynthesis and metabolism","hsa00514","Other types of O-glycan biosynthesis","1/134","47/9512",0.0212765957446809,1.51032073674182,0.419220210553889,0.487496751307794,0.753138693637191,0.639138507860203,"11227",1
"Metabolism","Carbohydrate metabolism","hsa00620","Pyruvate metabolism","1/134","47/9512",0.0212765957446809,1.51032073674182,0.419220210553889,0.487496751307794,0.753138693637191,0.639138507860203,"3939",1
"Metabolism","Global and overview maps","hsa01200","Carbon metabolism","2/134","117/9512",0.0170940170940171,1.21342007909172,0.27764521362169,0.493220469463476,0.754799319227021,0.64054776988666,"80201/3099",2
"Human Diseases","Substance dependence","hsa05030","Cocaine addiction","1/134","49/9512",0.0204081632653061,1.44867499238501,0.376379412395832,0.501906234380511,0.754799319227021,0.64054776988666,"5970",1
"Human Diseases","Infectious disease: parasitic","hsa05144","Malaria","1/134","50/9512",0.02,1.41970149253731,0.355667694512951,0.508959448434511,0.754799319227021,0.64054776988666,"4233",1
"Organismal Systems","Immune system","hsa04062","Chemokine signaling pathway","3/134","193/9512",0.0155440414507772,1.10339494238651,0.173461728621367,0.514007371334344,0.754799319227021,0.64054776988666,"5331/5970/6714",3
"Organismal Systems","Immune system","hsa04660","T cell receptor signaling pathway","2/134","122/9512",0.0163934426229508,1.1636897479814,0.217509873130831,0.515514574546588,0.754799319227021,0.64054776988666,"8915/5970",2
"Metabolism","Lipid metabolism","hsa00565","Ether lipid metabolism","1/134","51/9512",0.0196078431372549,1.39186420836992,0.335399600394862,0.515913520925505,0.754799319227021,0.64054776988666,"8612",1
"Human Diseases","Infectious disease: bacterial","hsa05110","Vibrio cholerae infection","1/134","51/9512",0.0196078431372549,1.39186420836992,0.335399600394862,0.515913520925505,0.754799319227021,0.64054776988666,"30001",1
"Metabolism","Amino acid metabolism","hsa00270","Cysteine and methionine metabolism","1/134","52/9512",0.0192307692307692,1.36509758897819,0.315555274948033,0.522769835077918,0.754799319227021,0.64054776988666,"3939",1
"Organismal Systems","Endocrine system","hsa04913","Ovarian steroidogenesis","1/134","52/9512",0.0192307692307692,1.36509758897819,0.315555274948033,0.522769835077918,0.754799319227021,0.64054776988666,"3949",1
"Organismal Systems","Immune system","hsa04613","Neutrophil extracellular trap formation","3/134","196/9512",0.0153061224489796,1.08650624428876,0.146275344254591,0.524423605838971,0.754799319227021,0.64054776988666,"5331/5970/6714",3
"Human Diseases","Infectious disease: viral","hsa05167","Kaposi sarcoma-associated herpesvirus infection","3/134","196/9512",0.0153061224489796,1.08650624428876,0.146275344254591,0.524423605838971,0.754799319227021,0.64054776988666,"6934/5970/6714",3
"Human Diseases","Neurodegenerative disease","hsa05022","Pathways of neurodegeneration - multiple diseases","7/134","483/9512",0.0144927536231884,1.02876919749081,0.0775696554175518,0.524782070400665,0.754799319227021,0.64054776988666,"823/5663/5331/824/84790/598/5970",7
"Environmental Information Processing","Signal transduction","hsa04071","Sphingolipid signaling pathway","2/134","125/9512",0.016,1.13576119402985,0.182632314249059,0.528579879418607,0.754799319227021,0.64054776988666,"5331/5970",2
"Organismal Systems","Excretory system","hsa04961","Endocrine and other factor-regulated calcium reabsorption","1/134","53/9512",0.0188679245283019,1.33934103069558,0.296116135200313,0.529529754961592,0.754799319227021,0.64054776988666,"5331",1
"Metabolism","Lipid metabolism","hsa00600","Sphingolipid metabolism","1/134","55/9512",0.0181818181818182,1.29063772048847,0.258384825491715,0.542765774005067,0.769415218095094,0.652951307073764,"8612",1
"Metabolism","Glycan biosynthesis and metabolism","hsa00510","N-Glycan biosynthesis","1/134","56/9512",0.0178571428571429,1.26759061833689,0.240060961189445,0.549244507882969,0.770136320835902,0.653563258808109,"11282",1
"Human Diseases","Infectious disease: bacterial","hsa05134","Legionellosis","1/134","56/9512",0.0178571428571429,1.26759061833689,0.240060961189445,0.549244507882969,0.770136320835902,0.653563258808109,"5970",1
"Metabolism","Nucleotide metabolism","hsa00240","Pyrimidine metabolism","1/134","58/9512",0.0172413793103448,1.22388059701493,0.204424540378265,0.561929874841991,0.771473004938071,0.654697613329738,"7083",1
"Cellular Processes","Transport and catabolism","hsa04142","Lysosome","2/134","133/9512",0.0150375939849624,1.06744473123106,0.0936280453258179,0.562249233455254,0.771473004938071,0.654697613329738,"130340/1510",2
"Organismal Systems","Nervous system","hsa04728","Dopaminergic synapse","2/134","133/9512",0.0150375939849624,1.06744473123106,0.0936280453258179,0.562249233455254,0.771473004938071,0.654697613329738,"5331/5499",2
"Organismal Systems","Circulatory system","hsa04270","Vascular smooth muscle contraction","2/134","134/9512",0.0149253731343284,1.05947872577411,0.0828837356210327,0.566336399596069,0.771473004938071,0.654697613329738,"5331/5499",2
"Organismal Systems","Immune system","hsa04650","Natural killer cell mediated cytotoxicity","2/134","134/9512",0.0149253731343284,1.05947872577411,0.0828837356210327,0.566336399596069,0.771473004938071,0.654697613329738,"8797/8795",2
"Metabolism","Metabolism of other amino acids","hsa00480","Glutathione metabolism","1/134","59/9512",0.0169491525423729,1.20313685808247,0.187085566630739,0.568139034644316,0.771473004938071,0.654697613329738,"2950",1
"Environmental Information Processing","Signal transduction","hsa04370","VEGF signaling pathway","1/134","60/9512",0.0166666666666667,1.18308457711443,0.170049713975167,0.574260834005118,0.771662995694377,0.65485884579531,"6714",1
"Organismal Systems","Nervous system","hsa04730","Long-term depression","1/134","60/9512",0.0166666666666667,1.18308457711443,0.170049713975167,0.574260834005118,0.771662995694377,0.65485884579531,"5331",1
"Human Diseases","Infectious disease: viral","hsa05170","Human immunodeficiency virus 1 infection","3/134","214/9512",0.014018691588785,0.995117868600921,-0.00863439585434252,0.584262485968422,0.7758031964442,0.658372357651545,"130340/598/5970",3
"Cellular Processes","Cell growth and death","hsa04114","Oocyte meiosis","2/134","139/9512",0.0143884892086331,1.02136798024267,0.0303348562238072,0.586362881033407,0.7758031964442,0.658372357651545,"7534/5499",2
"Human Diseases","Infectious disease: viral","hsa05162","Measles","2/134","139/9512",0.0143884892086331,1.02136798024267,0.0303348562238072,0.586362881033407,0.7758031964442,0.658372357651545,"598/5970",2
"Human Diseases","Cancer: specific types","hsa05217","Basal cell carcinoma","1/134","63/9512",0.0158730158730159,1.12674721629946,0.120649674875345,0.592114185264408,0.779415611215394,0.66143797279805,"6934",1
NA,NA,"hsa04081","Hormone signaling","3/134","219/9512",0.0136986301369863,0.972398282559804,-0.0493958621926183,0.600025651088465,0.785285061205504,0.666418982989575,"2769/5331/6714",3
"Metabolism","Lipid metabolism","hsa00561","Glycerolipid metabolism","1/134","65/9512",0.0153846153846154,1.09207807118255,0.0890381872967169,0.603601537691037,0.785285061205504,0.666418982989575,"8612",1
"Human Diseases","Endocrine and metabolic disease","hsa04936","Alcoholic liver disease","2/134","144/9512",0.0138888888888889,0.985903814262023,-0.0203736947208067,0.605704368914323,0.785285061205504,0.666418982989575,"6934/5970",2
"Human Diseases","Cancer: specific types","hsa05224","Breast cancer","2/134","148/9512",0.0135135135135135,0.959257765227915,-0.0597111420959057,0.620683724977484,0.79122736359186,0.671461818144051,"2064/6934",2
"Environmental Information Processing","Signal transduction","hsa04024","cAMP signaling pathway","3/134","226/9512",0.0132743362831858,0.942279751684058,-0.104973202438424,0.621436011446306,0.79122736359186,0.671461818144051,"6237/5499/5970",3
"Human Diseases","Infectious disease: viral","hsa05163","Human cytomegalovirus infection","3/134","227/9512",0.013215859030837,0.938128739562101,-0.112777201574425,0.624431087448591,0.79122736359186,0.671461818144051,"5331/5970/6714",3
"Organismal Systems","Endocrine system","hsa04924","Renin secretion","1/134","69/9512",0.0144927536231884,1.02876919749081,0.028668678469015,0.625621636328447,0.79122736359186,0.671461818144051,"5331",1
"Human Diseases","Substance dependence","hsa05031","Amphetamine addiction","1/134","69/9512",0.0144927536231884,1.02876919749081,0.028668678469015,0.625621636328447,0.79122736359186,0.671461818144051,"5499",1
"Human Diseases","Cancer: overview","hsa05204","Chemical carcinogenesis - DNA adducts","1/134","71/9512",0.0140845070422535,0.999789783476981,-0.000212518822004064,0.636171964972016,0.800588382839843,0.679405889966085,"2950",1
"Organismal Systems","Immune system","hsa04622","RIG-I-like receptor signaling pathway","1/134","72/9512",0.0138888888888889,0.985903814262023,-0.0143513329598716,0.641335926066577,0.800588382839843,0.679405889966085,"5970",1
"Metabolism","Global and overview maps","hsa01240","Biosynthesis of cofactors","2/134","154/9512",0.012987012987013,0.921884086063191,-0.116820412136737,0.642332539720339,0.800588382839843,0.679405889966085,"195814/1728",2
"Human Diseases","Cancer: specific types","hsa05218","Melanoma","1/134","73/9512",0.0136986301369863,0.972398282559804,-0.0282972947493665,0.646427132200802,0.801818269749071,0.680449612842949,"4233",1
"Human Diseases","Endocrine and metabolic disease","hsa04932","Non-alcoholic fatty liver disease","2/134","157/9512",0.0127388535031847,0.904268466584276,-0.144575040138231,0.652790178644242,0.804758376487837,0.682944685065157,"5468/5970",2
"Organismal Systems","Endocrine system","hsa04918","Thyroid hormone synthesis","1/134","75/9512",0.0133333333333333,0.946467661691542,-0.055633994584292,0.656395335242416,0.804758376487837,0.682944685065157,"5331",1
"Organismal Systems","Digestive system","hsa04971","Gastric acid secretion","1/134","76/9512",0.0131578947368421,0.93401413982718,-0.0690357565014934,0.661274324865974,0.804758376487837,0.682944685065157,"5331",1
"Human Diseases","Cancer: specific types","hsa05214","Glioma","1/134","76/9512",0.0131578947368421,0.93401413982718,-0.0690357565014934,0.661274324865974,0.804758376487837,0.682944685065157,"7039",1
"Genetic Information Processing","Folding, sorting and degradation","hsa03018","RNA degradation","1/134","78/9512",0.0128205128205128,0.910065059318791,-0.0953318879258893,0.670826958800352,0.808753997058368,0.686335501379603,"219988",1
"Human Diseases","Infectious disease: bacterial","hsa05133","Pertussis","1/134","78/9512",0.0128205128205128,0.910065059318791,-0.0953318879258893,0.670826958800352,0.808753997058368,0.686335501379603,"5970",1
"Human Diseases","Infectious disease: parasitic","hsa05140","Leishmaniasis","1/134","79/9512",0.0126582278481013,0.898545248441338,-0.108235915756577,0.675502513975331,0.810603016770397,0.687904640914902,"5970",1
"Organismal Systems","Immune system","hsa04612","Antigen processing and presentation","1/134","82/9512",0.0121951219512195,0.865671641791045,-0.14602565480842,0.689137320808748,0.817064405270964,0.693387989785232,"5994",1
"Genetic Information Processing","Chromosome","hsa03083","Polycomb repressive complex","1/134","83/9512",0.0120481927710843,0.855241862974285,-0.15832867941569,0.693554669590469,0.817064405270964,0.693387989785232,"10389",1
"Cellular Processes","Transport and catabolism","hsa04146","Peroxisome","1/134","83/9512",0.0120481927710843,0.855241862974285,-0.15832867941569,0.693554669590469,0.817064405270964,0.693387989785232,"51703",1
"Organismal Systems","Immune system","hsa04623","Cytosolic DNA-sensing pathway","1/134","83/9512",0.0120481927710843,0.855241862974285,-0.15832867941569,0.693554669590469,0.817064405270964,0.693387989785232,"5970",1
"Metabolism","Global and overview maps","hsa01232","Nucleotide metabolism","1/134","85/9512",0.0117647058823529,0.835118525021949,-0.18251768387037,0.702203313854308,0.823492977156416,0.698843489386106,"7083",1
"Organismal Systems","Sensory system","hsa04742","Taste transduction","1/134","86/9512",0.0116279069767442,0.825407844498438,-0.194410899875737,0.706436341959063,0.824708489707865,0.699875013705573,"5331",1
"Organismal Systems","Immune system","hsa04610","Complement and coagulation cascades","1/134","88/9512",0.0113636363636364,0.806648575305292,-0.217811822872515,0.714724051751347,0.830625249332646,0.704896172424278,"5329",1
"Organismal Systems","Nervous system","hsa04727","GABAergic synapse","1/134","89/9512",0.0112359550561798,0.79758510816703,-0.229325972733451,0.71878039481855,0.831593461269892,0.705717829229447,"6714",1
"Human Diseases","Cancer: overview","hsa05235","PD-L1 expression and PD-1 checkpoint pathway in cancer","1/134","90/9512",0.0111111111111111,0.788723051409619,-0.240720012035578,0.722779485033377,0.832487085440229,0.706476188378489,"5970",1
"Organismal Systems","Immune system","hsa04658","Th1 and Th2 cell differentiation","1/134","93/9512",0.010752688172043,0.763280372331889,-0.274210272722712,0.734441203940887,0.84215924718555,0.714684306057097,"5970",1
"Organismal Systems","Immune system","hsa04657","IL-17 signaling pathway","1/134","95/9512",0.0105263157894737,0.747211311861744,-0.29598760824783,0.741943829638999,0.846997823216202,0.718790482370339,"5970",1
"Organismal Systems","Environmental adaptation","hsa04713","Circadian entrainment","1/134","97/9512",0.0103092783505155,0.731804893060471,-0.317348851497601,0.749236026890004,0.851554603249432,0.72265751724146,"5331",1
"Human Diseases","Cancer: overview","hsa05231","Choline metabolism in cancer","1/134","99/9512",0.0101010101010101,0.717020955826926,-0.33831263605966,0.756323654507328,0.85583992483724,0.726294183460408,"8612",1
"Metabolism","Lipid metabolism","hsa00564","Glycerophospholipid metabolism","1/134","103/9512",0.00970873786407767,0.68917548181423,-0.379116357458181,0.76990783092988,0.860041098450535,0.729859438913551,"8612",1
"Genetic Information Processing","Translation","hsa03015","mRNA surveillance pathway","1/134","103/9512",0.00970873786407767,0.68917548181423,-0.379116357458181,0.76990783092988,0.860041098450535,0.729859438913551,"5499",1
"Cellular Processes","Cell motility","hsa04814","Motor proteins","2/134","197/9512",0.0101522842639594,0.720660656110311,-0.473569984069821,0.770036797449898,0.860041098450535,0.729859438913551,"7170/84790",2
NA,NA,"hsa04082","Neuroactive ligand signaling","2/134","199/9512",0.0100502512562814,0.713417835445886,-0.488361333716021,0.774886630858881,0.861727373972376,0.731290468324171,"5331/5029",2
"Organismal Systems","Digestive system","hsa04972","Pancreatic secretion","1/134","106/9512",0.00943396226415094,0.669670515347789,-0.40879743396982,0.779600204846454,0.863248295495215,0.732581172839676,"5331",1
"Genetic Information Processing","Translation","hsa03013","Nucleocytoplasmic transport","1/134","108/9512",0.00925925925925926,0.657269209508015,-0.42817279115002,0.785835533213521,0.865716526451937,0.734675795601807,"402569",1
"Organismal Systems","Immune system","hsa04620","Toll-like receptor signaling pathway","1/134","109/9512",0.00917431192660551,0.651239216760236,-0.437741831899097,0.788887217448888,0.865716526451937,0.734675795601807,"5970",1
"Environmental Information Processing","Signal transduction","hsa04350","TGF-beta signaling pathway","1/134","110/9512",0.00909090909090909,0.645318860244233,-0.447233874285033,0.79189573737464,0.865716526451937,0.734675795601807,"4088",1
"Environmental Information Processing","Signaling molecules and interaction","hsa04060","Cytokine-cytokine receptor interaction","3/134","298/9512",0.0100671140939597,0.714614845236903,-0.598309339323069,0.796163345208554,0.866709464404249,0.735518435724536,"8797/8795/3557",3
"Organismal Systems","Nervous system","hsa04726","Serotonergic synapse","1/134","115/9512",0.00869565217391304,0.617261518494484,-0.49359052239545,0.806311789527935,0.869754290132708,0.738102375959213,"5331",1
"Organismal Systems","Nervous system","hsa04724","Glutamatergic synapse","1/134","116/9512",0.00862068965517241,0.611940298507463,-0.502650838831508,0.809073758262984,0.869754290132708,0.738102375959213,"5331",1
"Organismal Systems","Nervous system","hsa04725","Cholinergic synapse","1/134","116/9512",0.00862068965517241,0.611940298507463,-0.502650838831508,0.809073758262984,0.869754290132708,0.738102375959213,"5331",1
"Human Diseases","Neurodegenerative disease","hsa05016","Huntington disease","3/134","311/9512",0.00964630225080386,0.684743485146614,-0.675673871751473,0.819344138301932,0.875759790273258,0.743198842826755,"5468/5331/84790",3
"Environmental Information Processing","Signal transduction","hsa04152","AMPK signaling pathway","1/134","122/9512",0.00819672131147541,0.581844873990702,-0.555641813423901,0.824843523396905,0.875759790273258,0.743198842826755,"5468",1
"Organismal Systems","Endocrine system","hsa04935","Growth hormone synthesis, secretion and action","1/134","122/9512",0.00819672131147541,0.581844873990702,-0.555641813423901,0.824843523396905,0.875759790273258,0.743198842826755,"5331",1
"Organismal Systems","Environmental adaptation","hsa04714","Thermogenesis","2/134","235/9512",0.00851063829787234,0.604128294696729,-0.734505395861934,0.84810822889639,0.895598319942826,0.760034477960456,"5468/51703",2
"Environmental Information Processing","Signal transduction","hsa04068","FoxO signaling pathway","1/134","133/9512",0.0075187969924812,0.533722365615531,-0.647295388234232,0.850471272813924,0.895598319942826,0.760034477960456,"4088",1
"Cellular Processes","Cellular community - eukaryotes","hsa04550","Signaling pathways regulating pluripotency of stem cells","1/134","144/9512",0.00694444444444444,0.492951907131012,-0.732853783633726,0.872373202724187,0.90754954154371,0.770176681522202,"4088",1
"Human Diseases","Neurodegenerative disease","hsa05017","Spinocerebellar ataxia","1/134","144/9512",0.00694444444444444,0.492951907131012,-0.732853783633726,0.872373202724187,0.90754954154371,0.770176681522202,"5331",1
"Human Diseases","Immune disease","hsa05322","Systemic lupus erythematosus","1/134","144/9512",0.00694444444444444,0.492951907131012,-0.732853783633726,0.872373202724187,0.90754954154371,0.770176681522202,"81",1
"Organismal Systems","Nervous system","hsa04723","Retrograde endocannabinoid signaling","1/134","149/9512",0.00671140939597315,0.476409896824602,-0.769994152954875,0.881245498185201,0.913097745107558,0.774885071327507,"5331",1
"Cellular Processes","Transport and catabolism","hsa04145","Phagosome","1/134","159/9512",0.00628930817610063,0.44644701023186,-0.841380943767685,0.897194587211335,0.917234060850057,0.778395286237502,"84790",1
"Environmental Information Processing","Signaling molecules and interaction","hsa04080","Neuroactive ligand-receptor interaction","3/134","370/9512",0.00810810810810811,0.575554659136749,-0.995433838784449,0.898435486738735,0.917234060850057,0.778395286237502,"706/2150/5029",3
"Human Diseases","Neurodegenerative disease","hsa05012","Parkinson disease","2/134","271/9512",0.00738007380073801,0.523875089497164,-0.950509452568081,0.899141470946769,0.917234060850057,0.778395286237502,"84790/598",2
"Human Diseases","Neurodegenerative disease","hsa05014","Amyotrophic lateral sclerosis","3/134","371/9512",0.00808625336927224,0.574003298869534,-1.00047608559353,0.899458206957614,0.917234060850057,0.778395286237502,"311/84790/598",3
"Environmental Information Processing","Signal transduction","hsa04630","JAK-STAT signaling pathway","1/134","168/9512",0.00595238095238095,0.422530206112296,-0.902667640885621,0.909720822272778,0.924047134434554,0.784177086749846,"598",1
"Human Diseases","Substance dependence","hsa05034","Alcoholism","1/134","191/9512",0.00523560209424084,0.37164960537626,-1.04857065045209,0.935265970638433,0.946269099704768,0.803035384490378,"5499",1
"Human Diseases","Infectious disease: viral","hsa05169","Epstein-Barr virus infection","1/134","205/9512",0.0048780487804878,0.346268656716418,-1.13104987788954,0.947152109763971,0.954551735621502,0.810064304403396,"5970",1
"Human Diseases","Infectious disease: viral","hsa05171","Coronavirus disease - COVID-19","1/134","238/9512",0.00420168067226891,0.298256616079268,-1.3105199462424,0.967279320188934,0.971043052952315,0.824059383982381,"5970",1
"Human Diseases","Neurodegenerative disease","hsa05020","Prion disease","1/134","278/9512",0.00359712230215827,0.255341995060668,-1.5062418190877,0.981742158403042,0.981742158403042,0.833139000195156,"84790",1
